-1.437746900685764606e+00 0.000000000000000000e+00 7.556955131229132760e-01
-2.275610076239506160e-02 0.000000000000000000e+00 2.923878765268724672e-03
-1.041357595762379992e-04 0.000000000000000000e+00 -1.430628247652262960e-05
-6.513228650290789074e-07 0.000000000000000000e+00 5.187393659887220488e-07
-1.734679751250182222e-08 0.000000000000000000e+00 -2.044144681221211176e-08
1.890852290855274981e-10 0.000000000000000000e+00 -3.690208647462932219e-10
-2.742120714851163964e-10 0.000000000000000000e+00 1.458362145889355704e-10
-1.072667543970835724e-12 0.000000000000000000e+00 -9.437033625933535016e-13
6.069547745262597324e-12 0.000000000000000000e+00 1.349112821381461927e-11
3.870854000481023800e-12 0.000000000000000000e+00 -2.204254635700391306e-12
-3.644424069701478697e-12 0.000000000000000000e+00 2.547339387251517022e-12
1.569147622817051936e-14 0.000000000000000000e+00 -1.997253597762834338e-14
1.880489496630180398e-12 0.000000000000000000e+00 -1.188735195002520169e-12
-1.450186480239759329e-15 0.000000000000000000e+00 6.742583254784898346e-15
1.012543028850592514e-15 0.000000000000000000e+00 1.950653105531316296e-16
-3.902275363338493394e-16 0.000000000000000000e+00 -7.774316561909279169e-17
2.790360335349940457e-15 0.000000000000000000e+00 -7.121784908879439486e-16
5.577187108184420037e-18 0.000000000000000000e+00 -1.938482001900467122e-17
-4.203335811811290555e-16 0.000000000000000000e+00 1.522337308787388352e-15
4.717261168661861281e-17 0.000000000000000000e+00 -1.749486182145900113e-16
9.671392651475566007e-21 0.000000000000000000e+00 -1.193098414309477899e-21
6.861911962066900156e-03 0.000000000000000000e+00 -2.547281778581406142e-02
2.037747768645288874e-04 0.000000000000000000e+00 -3.541608241271552017e-04
1.902734385650660340e-06 0.000000000000000000e+00 -3.461360709112036304e-06
5.290770004924422909e-08 0.000000000000000000e+00 7.017954160764089551e-09
4.539958148910511663e-10 0.000000000000000000e+00 1.048756125222271507e-09
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-8.671278298252762910e-05 0.000000000000000000e+00 2.030078848619340265e-04
-1.194539756147498046e-06 0.000000000000000000e+00 4.942298305946113128e-06
-1.132044706342771141e-07 0.000000000000000000e+00 6.101885151088806852e-08
-2.119057922218156529e-09 0.000000000000000000e+00 -1.084375309474415567e-11
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.017408604693394797e-06 0.000000000000000000e+00 2.864977702050417411e-06
1.191134091519842241e-09 0.000000000000000000e+00 -6.778208778657243925e-08
1.073348494964070827e-09 0.000000000000000000e+00 -1.438484756973508150e-09
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
6.967150073345599628e-08 0.000000000000000000e+00 -2.672682373346022680e-08
6.491039947532899431e-10 0.000000000000000000e+00 1.879534997410029635e-11
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-2.698404761991435893e-10 0.000000000000000000e+00 -9.559160983041208647e-10
